TIME_PERIOD;GEO;AGE;SEX;Obs_status;Obs_value
2020-W26;CH;Y25T29;T;P;1
2020-W26;CH;Y25T29;F;P;1
2020-W26;CH;Y30T34;T;P;2
2020-W26;CH;Y30T34;F;P;1
2020-W26;CH;Y30T34;M;P;1
2020-W26;CH;Y35T39;T;P;7
2020-W26;CH;Y35T39;F;P;4
2020-W26;CH;Y35T39;M;P;3
2020-W26;CH;Y40T44;T;P;6
2020-W26;CH;Y40T44;F;P;4
2020-W26;CH;Y40T44;M;P;2
2020-W26;CH;Y45T49;T;P;14
2020-W26;CH;Y45T49;F;P;7
2020-W26;CH;Y45T49;M;P;7
2020-W26;CH;Y50T54;T;P;23
2020-W26;CH;Y50T54;F;P;9
2020-W26;CH;Y50T54;M;P;14
2020-W26;CH;Y55T59;T;P;46
2020-W26;CH;Y55T59;F;P;18
2020-W26;CH;Y55T59;M;P;28
2020-W26;CH;Y60T64;T;P;46
2020-W26;CH;Y60T64;F;P;16
2020-W26;CH;Y60T64;M;P;30
2020-W26;CH;Y65T69;T;P;60
2020-W26;CH;Y65T69;F;P;23
2020-W26;CH;Y65T69;M;P;37
2020-W26;CH;Y70T74;T;P;109
2020-W26;CH;Y70T74;F;P;32
2020-W26;CH;Y70T74;M;P;77
2020-W26;CH;Y75T79;T;P;130
2020-W26;CH;Y75T79;F;P;63
2020-W26;CH;Y75T79;M;P;67
2020-W26;CH;Y80T84;T;P;168
2020-W26;CH;Y80T84;F;P;68
2020-W26;CH;Y80T84;M;P;100
2020-W26;CH;Y85T89;T;P;225
2020-W26;CH;Y85T89;F;P;135
2020-W26;CH;Y85T89;M;P;90
2020-W26;CH;Y_GE90;T;P;284
2020-W26;CH;Y_GE90;F;P;186
2020-W26;CH;Y_GE90;M;P;98
2020-W27;CH;_T;T;P;1110
2020-W27;CH;_T;F;P;582
2020-W27;CH;_T;M;P;528
2020-W27;CH;Y0T4;T;P;5
2020-W27;CH;Y0T4;F;P;2
2020-W27;CH;Y0T4;M;P;3
2020-W27;CH;Y5T9;T;P;3
2020-W27;CH;Y5T9;F;P;1
2020-W27;CH;Y5T9;M;P;2
2020-W27;CH;Y10T14;T;P;1
2020-W27;CH;Y10T14;M;P;1
2020-W27;CH;Y20T24;T;P;1
2020-W27;CH;Y20T24;M;P;1
2020-W27;CH;Y25T29;T;P;4
2020-W27;CH;Y25T29;F;P;1
2020-W27;CH;Y25T29;M;P;3
2020-W27;CH;Y30T34;T;P;3
2020-W27;CH;Y30T34;M;P;3
2020-W27;CH;Y35T39;T;P;6
2020-W27;CH;Y35T39;F;P;2
2020-W27;CH;Y35T39;M;P;4
2020-W27;CH;Y40T44;T;P;5
2020-W27;CH;Y40T44;F;P;3
2020-W27;CH;Y40T44;M;P;2
2020-W27;CH;Y45T49;T;P;14
2020-W27;CH;Y45T49;F;P;3
2020-W27;CH;Y45T49;M;P;11
2020-W27;CH;Y50T54;T;P;18
2020-W27;CH;Y50T54;F;P;6
2020-W27;CH;Y50T54;M;P;12
2020-W27;CH;Y55T59;T;P;42
2020-W27;CH;Y55T59;F;P;13
2020-W27;CH;Y55T59;M;P;29
2020-W27;CH;Y60T64;T;P;44
2020-W27;CH;Y60T64;F;P;18
2020-W27;CH;Y60T64;M;P;26
2020-W27;CH;Y65T69;T;P;64
2020-W27;CH;Y65T69;F;P;27
2020-W27;CH;Y65T69;M;P;37
2020-W27;CH;Y70T74;T;P;93
2020-W27;CH;Y70T74;F;P;43
2020-W27;CH;Y70T74;M;P;50
2020-W27;CH;Y75T79;T;P;135
2020-W27;CH;Y75T79;F;P;58
2020-W27;CH;Y75T79;M;P;77
2020-W27;CH;Y80T84;T;P;162
2020-W27;CH;Y80T84;F;P;83
2020-W27;CH;Y80T84;M;P;79
2020-W27;CH;Y85T89;T;P;234
2020-W27;CH;Y85T89;F;P;131
2020-W27;CH;Y85T89;M;P;103
2020-W27;CH;Y_GE90;T;P;276
2020-W27;CH;Y_GE90;F;P;191
2020-W27;CH;Y_GE90;M;P;85
2020-W28;CH;_T;T;P;1072
2020-W28;CH;_T;F;P;534
2020-W28;CH;_T;M;P;538
2020-W28;CH;Y0T4;T;P;6
2020-W28;CH;Y0T4;F;P;1
2020-W28;CH;Y0T4;M;P;5
2020-W28;CH;Y15T19;T;P;1
2020-W28;CH;Y15T19;M;P;1
2020-W28;CH;Y20T24;T;P;1
2020-W28;CH;Y20T24;M;P;1
2020-W28;CH;Y25T29;T;P;1
2020-W28;CH;Y25T29;M;P;1
2020-W28;CH;Y30T34;T;P;2
2020-W28;CH;Y30T34;M;P;2
2020-W28;CH;Y35T39;T;P;2
2020-W28;CH;Y35T39;F;P;1
2020-W28;CH;Y35T39;M;P;1
2020-W28;CH;Y40T44;T;P;4
2020-W28;CH;Y40T44;M;P;4
2020-W28;CH;Y45T49;T;P;9
2020-W28;CH;Y45T49;F;P;6
2020-W28;CH;Y45T49;M;P;3
2020-W28;CH;Y50T54;T;P;26
2020-W28;CH;Y50T54;F;P;9
2020-W28;CH;Y50T54;M;P;17
2020-W28;CH;Y55T59;T;P;33
2020-W28;CH;Y55T59;F;P;11
2020-W28;CH;Y55T59;M;P;22
2020-W28;CH;Y60T64;T;P;57
2020-W28;CH;Y60T64;F;P;13
2020-W28;CH;Y60T64;M;P;44
2020-W28;CH;Y65T69;T;P;45
2020-W28;CH;Y65T69;F;P;11
2020-W28;CH;Y65T69;M;P;34
2020-W28;CH;Y70T74;T;P;83
2020-W28;CH;Y70T74;F;P;35
2020-W28;CH;Y70T74;M;P;48
2020-W28;CH;Y75T79;T;P;143
2020-W28;CH;Y75T79;F;P;61
2020-W28;CH;Y75T79;M;P;82
2020-W28;CH;Y80T84;T;P;157
2020-W28;CH;Y80T84;F;P;82
2020-W28;CH;Y80T84;M;P;75
2020-W28;CH;Y85T89;T;P;196
2020-W28;CH;Y85T89;F;P;105
2020-W28;CH;Y85T89;M;P;91
2020-W28;CH;Y_GE90;T;P;306
2020-W28;CH;Y_GE90;F;P;199
2020-W28;CH;Y_GE90;M;P;107
2020-W29;CH;_T;T;P;972
2020-W29;CH;_T;F;P;509
2020-W29;CH;_T;M;P;463
2020-W29;CH;Y0T4;T;P;6
2020-W29;CH;Y0T4;F;P;3
2020-W29;CH;Y0T4;M;P;3
2020-W29;CH;Y20T24;T;P;1
2020-W29;CH;Y20T24;M;P;1
2020-W29;CH;Y30T34;T;P;1
2020-W29;CH;Y30T34;M;P;1
2020-W29;CH;Y35T39;T;P;5
2020-W29;CH;Y35T39;F;P;1
2020-W29;CH;Y35T39;M;P;4
2020-W29;CH;Y40T44;T;P;6
2020-W29;CH;Y40T44;F;P;4
2020-W29;CH;Y40T44;M;P;2
2020-W29;CH;Y45T49;T;P;10
2020-W29;CH;Y45T49;F;P;6
2020-W29;CH;Y45T49;M;P;4
2020-W29;CH;Y50T54;T;P;14
2020-W29;CH;Y50T54;F;P;7
2020-W29;CH;Y50T54;M;P;7
2020-W29;CH;Y55T59;T;P;28
2020-W29;CH;Y55T59;F;P;6
2020-W29;CH;Y55T59;M;P;22
2020-W29;CH;Y60T64;T;P;37
2020-W29;CH;Y60T64;F;P;17
2020-W29;CH;Y60T64;M;P;20
2020-W29;CH;Y65T69;T;P;46
2020-W29;CH;Y65T69;F;P;14
2020-W29;CH;Y65T69;M;P;32
2020-W29;CH;Y70T74;T;P;71
2020-W29;CH;Y70T74;F;P;34
2020-W29;CH;Y70T74;M;P;37
2020-W29;CH;Y75T79;T;P;105
2020-W29;CH;Y75T79;F;P;43
2020-W29;CH;Y75T79;M;P;62
2020-W29;CH;Y80T84;T;P;169
2020-W29;CH;Y80T84;F;P;86
2020-W29;CH;Y80T84;M;P;83
2020-W29;CH;Y85T89;T;P;177
2020-W29;CH;Y85T89;F;P;96
2020-W29;CH;Y85T89;M;P;81
2020-W29;CH;Y_GE90;T;P;296
2020-W29;CH;Y_GE90;F;P;192
2020-W29;CH;Y_GE90;M;P;104
